city,city_ascii,province_id,province_name,country
"Saint-Michel-du-Squatec","Saint-Michel-du-Squatec","","Quebec","Canada"
"Saint-Modeste","Saint-Modeste","","Quebec","Canada"
"Saint-Narcisse","Saint-Narcisse","","Quebec","Canada"
"Saint-Narcisse-de-Beaurivage","Saint-Narcisse-de-Beaurivage","","Quebec","Canada"
"Saint-Narcisse-de-Rimouski","Saint-Narcisse-de-Rimouski","","Quebec","Canada"
"Saint-Nazaire","Saint-Nazaire","","Quebec","Canada"
"Saint-Norbert","Saint-Norbert","","Quebec","Canada"
"Saint-Norbert-d'Arthabaska","Saint-Norbert-d'Arthabaska","","Quebec","Canada"
"Saint-Odilon-de-Cranbourne","Saint-Odilon-de-Cranbourne","","Quebec","Canada"
"Saint-Ours","Saint-Ours","","Quebec","Canada"
"Saint-Pacome","Saint-Pacome","","Quebec","Canada"
"Saint-Pamphile","Saint-Pamphile","","Quebec","Canada"
"Saint-Pascal","Saint-Pascal","","Quebec","Canada"
"Saint-Patrice-de-Beaurivage","Saint-Patrice-de-Beaurivage","","Quebec","Canada"
"Saint-Patrice-de-Sherrington","Saint-Patrice-de-Sherrington","","Quebec","Canada"
"Saint-Paul","Saint-Paul","","Quebec","Canada"
"Saint-Paul-d'Abbotsford","Saint-Paul-d'Abbotsford","","Quebec","Canada"
"Saint-Paul-de-l'Ile-aux-Noix","Saint-Paul-de-l'Ile-aux-Noix","","Quebec","Canada"
"Saint-Paulin","Saint-Paulin","","Quebec","Canada"
"Saint-Philippe","Saint-Philippe","","Quebec","Canada"
"Saint-Pie","Saint-Pie","","Quebec","Canada"
"Saint-Pierre-de-l'Ile-d'Orleans","Saint-Pierre-de-l'Ile-d'Orleans","","Quebec","Canada"
"Saint-Pierre-les-Becquets","Saint-Pierre-les-Becquets","","Quebec","Canada"
"Saint-Placide","Saint-Placide","","Quebec","Canada"
"Saint-Polycarpe","Saint-Polycarpe","","Quebec","Canada"
"Saint-Prime","Saint-Prime","","Quebec","Canada"
"Saint-Prosper","Saint-Prosper","","Quebec","Canada"
"Saint-Raphael","Saint-Raphael","","Quebec","Canada"
"Saint-Raymond","Saint-Raymond","","Quebec","Canada"
"Saint-Remi","Saint-Remi","","Quebec","Canada"
"Saint-Rene-de-Matane","Saint-Rene-de-Matane","","Quebec","Canada"
"Saint-Robert","Saint-Robert","","Quebec","Canada"
"Saint-Roch-de-l'Achigan","Saint-Roch-de-l'Achigan","","Quebec","Canada"
"Saint-Roch-de-Richelieu","Saint-Roch-de-Richelieu","","Quebec","Canada"
"Saint-Sauveur","Saint-Sauveur","","Quebec","Canada"
"Saint-Simeon","Saint-Simeon","","Quebec","Canada"
"Saint-Simon","Saint-Simon","","Quebec","Canada"
"Saint-Stanislas","Saint-Stanislas","","Quebec","Canada"
"Saint-Stanislas-de-Kostka","Saint-Stanislas-de-Kostka","","Quebec","Canada"
"Saint-Sulpice","Saint-Sulpice","","Quebec","Canada"
"Saint-Sylvestre","Saint-Sylvestre","","Quebec","Canada"
"Saint-Theodore-d'Acton","Saint-Theodore-d'Acton","","Quebec","Canada"
"Saint-Thomas","Saint-Thomas","","Quebec","Canada"
"Saint-Tite","Saint-Tite","","Quebec","Canada"
"Saint-Tite-des-Caps","Saint-Tite-des-Caps","","Quebec","Canada"
"Saint-Ubalde","Saint-Ubalde","","Quebec","Canada"
"Saint-Urbain","Saint-Urbain","","Quebec","Canada"
"Saint-Urbain-Premier","Saint-Urbain-Premier","","Quebec","Canada"
"Saint-Valere","Saint-Valere","","Quebec","Canada"
"Saint-Valerien-de-Milton","Saint-Valerien-de-Milton","","Quebec","Canada"
"Saint-Vallier","Saint-Vallier","","Quebec","Canada"
"Saint-Victor","Saint-Victor","","Quebec","Canada"
"Saint-Wenceslas","Saint-Wenceslas","","Quebec","Canada"
"Saint-Zacharie","Saint-Zacharie","","Quebec","Canada"
"Saint-Zenon","Saint-Zenon","","Quebec","Canada"
"Saint-Zotique","Saint-Zotique","","Quebec","Canada"
"Sainte-Adele","Sainte-Adele","","Quebec","Canada"
"Sainte-Agathe-de-Lotbiniere","Sainte-Agathe-de-Lotbiniere","","Quebec","Canada"
"Sainte-Agathe-des-Monts","Sainte-Agathe-des-Monts","","Quebec","Canada"
"Sainte-Angele-de-Monnoir","Sainte-Angele-de-Monnoir","","Quebec","Canada"
"Sainte-Anne-de-Beaupre","Sainte-Anne-de-Beaupre","","Quebec","Canada"
"Sainte-Anne-de-Bellevue","Sainte-Anne-de-Bellevue","","Quebec","Canada"
"Sainte-Anne-de-la-Perade","Sainte-Anne-de-la-Perade","","Quebec","Canada"
"Sainte-Anne-de-la-Pocatiere","Sainte-Anne-de-la-Pocatiere","","Quebec","Canada"
"Sainte-Anne-de-Sabrevois","Sainte-Anne-de-Sabrevois","","Quebec","Canada"
"Sainte-Anne-de-Sorel","Sainte-Anne-de-Sorel","","Quebec","Canada"
"Sainte-Anne-des-Lacs","Sainte-Anne-des-Lacs","","Quebec","Canada"
"Sainte-Anne-des-Monts","Sainte-Anne-des-Monts","","Quebec","Canada"
"Sainte-Anne-des-Plaines","Sainte-Anne-des-Plaines","","Quebec","Canada"
"Sainte-Anne-du-Sault","Sainte-Anne-du-Sault","","Quebec","Canada"
"Sainte-Barbe","Sainte-Barbe","","Quebec","Canada"
"Sainte-Beatrix","Sainte-Beatrix","","Quebec","Canada"
"Sainte-Brigide-d'Iberville","Sainte-Brigide-d'Iberville","","Quebec","Canada"
"Sainte-Brigitte-de-Laval","Sainte-Brigitte-de-Laval","","Quebec","Canada"
"Sainte-Catherine","Sainte-Catherine","","Quebec","Canada"
"Sainte-Catherine-de-Hatley","Sainte-Catherine-de-Hatley","","Quebec","Canada"
"Sainte-Catherine-de-la-Jacques-Cartier","Sainte-Catherine-de-la-Jacques-Cartier","","Quebec","Canada"
"Sainte-Cecile-de-Milton","Sainte-Cecile-de-Milton","","Quebec","Canada"
"Sainte-Claire","Sainte-Claire","","Quebec","Canada"
"Sainte-Clotilde","Sainte-Clotilde","","Quebec","Canada"
"Sainte-Clotilde-de-Horton","Sainte-Clotilde-de-Horton","","Quebec","Canada"
"Sainte-Croix","Sainte-Croix","","Quebec","Canada"
"Sainte-Elisabeth","Sainte-Elisabeth","","Quebec","Canada"
"Sainte-Emelie-de-l'Energie","Sainte-Emelie-de-l'Energie","","Quebec","Canada"
"Sainte-Felicite","Sainte-Felicite","","Quebec","Canada"
"Sainte-Genevieve-de-Batiscan","Sainte-Genevieve-de-Batiscan","","Quebec","Canada"
"Sainte-Genevieve-de-Berthier","Sainte-Genevieve-de-Berthier","","Quebec","Canada"
"Sainte-Helene-de-Bagot","Sainte-Helene-de-Bagot","","Quebec","Canada"
"Sainte-Henedine","Sainte-Henedine","","Quebec","Canada"
"Sainte-Jeanne-d'Arc","Sainte-Jeanne-d'Arc","","Quebec","Canada"
"Sainte-Julie","Sainte-Julie","","Quebec","Canada"
"Sainte-Julienne","Sainte-Julienne","","Quebec","Canada"
"Sainte-Justine","Sainte-Justine","","Quebec","Canada"
"Sainte-Luce","Sainte-Luce","","Quebec","Canada"
"Sainte-Lucie-des-Laurentides","Sainte-Lucie-des-Laurentides","","Quebec","Canada"
"Sainte-Madeleine","Sainte-Madeleine","","Quebec","Canada"
"Sainte-Marcelline-de-Kildare","Sainte-Marcelline-de-Kildare","","Quebec","Canada"
"Sainte-Marguerite","Sainte-Marguerite","","Quebec","Canada"
"Sainte-Marguerite-du-Lac-Masson","Sainte-Marguerite-du-Lac-Masson","","Quebec","Canada"
"Sainte-Marie","Sainte-Marie","","Quebec","Canada"
"Sainte-Marie-Madeleine","Sainte-Marie-Madeleine","","Quebec","Canada"
"Sainte-Marie-Salome","Sainte-Marie-Salome","","Quebec","Canada"
"Sainte-Marthe","Sainte-Marthe","","Quebec","Canada"
"Sainte-Marthe-sur-le-Lac","Sainte-Marthe-sur-le-Lac","","Quebec","Canada"
"Sainte-Martine","Sainte-Martine","","Quebec","Canada"
"Sainte-Melanie","Sainte-Melanie","","Quebec","Canada"
"Sainte-Petronille","Sainte-Petronille","","Quebec","Canada"
"Sainte-Sabine","Sainte-Sabine","","Quebec","Canada"
"Sainte-Sophie","Sainte-Sophie","","Quebec","Canada"
"Sainte-Thecle","Sainte-Thecle","","Quebec","Canada"
"Sainte-Therese","Sainte-Therese","","Quebec","Canada"
"Sainte-Therese-de-Gaspe","Sainte-Therese-de-Gaspe","","Quebec","Canada"
"Sainte-Ursule","Sainte-Ursule","","Quebec","Canada"
"Sainte-Victoire-de-Sorel","Sainte-Victoire-de-Sorel","","Quebec","Canada"
"Saints-Anges","Saints-Anges","","Quebec","Canada"
"Salaberry-de-Valleyfield","Salaberry-de-Valleyfield","","Quebec","Canada"
"Salluit","Salluit","","Quebec","Canada"
"Sayabec","Sayabec","","Quebec","Canada"
"Scott","Scott","","Quebec","Canada"
"Senneterre","Senneterre","","Quebec","Canada"
"Sept-Iles","Sept-Iles","","Quebec","Canada"
"Shannon","Shannon","","Quebec","Canada"
"Shawinigan","Shawinigan","","Quebec","Canada"
"Shawville","Shawville","","Quebec","Canada"
"Sherbrooke","Sherbrooke","","Quebec","Canada"
"Sorel-Tracy","Sorel-Tracy","","Quebec","Canada"
"ST-LAZARE","ST-LAZARE","","Quebec","Canada"
"Stanstead","Stanstead","","Quebec","Canada"
"STE SOPHIE","STE SOPHIE","","Quebec","Canada"
"Stoke","Stoke","","Quebec","Canada"
"Stoneham-et-Tewkesbury","Stoneham-et-Tewkesbury","","Quebec","Canada"
"Stukely-Sud","Stukely-Sud","","Quebec","Canada"
"Sutton","Sutton","","Quebec","Canada"
"Temiscaming","Temiscaming","","Quebec","Canada"
"Temiscouata-sur-le-Lac","Temiscouata-sur-le-Lac","","Quebec","Canada"
"Terrasse-Vaudreuil","Terrasse-Vaudreuil","","Quebec","Canada"
"Terrebonne","Terrebonne","","Quebec","Canada"
"Thetford Mines","Thetford Mines","","Quebec","Canada"
"Thurso","Thurso","","Quebec","Canada"
"Tingwick","Tingwick","","Quebec","Canada"
"Trecesson","Trecesson","","Quebec","Canada"
"Tres-Saint-Sacrement","Tres-Saint-Sacrement","","Quebec","Canada"
"Tring-Jonction","Tring-Jonction","","Quebec","Canada"
"Trois-Pistoles","Trois-Pistoles","","Quebec","Canada"
"Trois-Rivieres","Trois-Rivieres","","Quebec","Canada"
"Uashat","Uashat","","Quebec","Canada"
"Upton","Upton","","Quebec","Canada"
"Val-d'Or","Val-d'Or","","Quebec","Canada"
"Val-David","Val-David","","Quebec","Canada"
"Val-des-Monts","Val-des-Monts","","Quebec","Canada"
"Val-Joli","Val-Joli","","Quebec","Canada"
"Val-Morin","Val-Morin","","Quebec","Canada"
"Val-Shefford","Val-Shefford","","Quebec","Canada"
"Valcourt","Valcourt","","Quebec","Canada"
"Vallee-Jonction","Vallee-Jonction","","Quebec","Canada"
"Varennes","Varennes","","Quebec","Canada"
"Vaudreuil-Dorion","Vaudreuil-Dorion","","Quebec","Canada"
"Vaudreuil-sur-le-Lac","Vaudreuil-sur-le-Lac","","Quebec","Canada"
"Venise-en-Quebec","Venise-en-Quebec","","Quebec","Canada"
"Vercheres","Vercheres","","Quebec","Canada"
"Victoriaville","Victoriaville","","Quebec","Canada"
"Ville-Marie","Ville-Marie","","Quebec","Canada"
"Warwick","Warwick","","Quebec","Canada"
"Waskaganish","Waskaganish","","Quebec","Canada"
"Waswanipi","Waswanipi","","Quebec","Canada"
"Waterloo","Waterloo","","Quebec","Canada"
"Waterville","Waterville","","Quebec","Canada"
"Weedon-Centre","Weedon-Centre","","Quebec","Canada"
"Wemindji","Wemindji","","Quebec","Canada"
"Wemotaci","Wemotaci","","Quebec","Canada"
"Wendake","Wendake","","Quebec","Canada"
"Wentworth-Nord","Wentworth-Nord","","Quebec","Canada"
"Westmount","Westmount","","Quebec","Canada"
"Wickham","Wickham","","Quebec","Canada"
"Windsor","Windsor","","Quebec","Canada"
"Wotton","Wotton","","Quebec","Canada"
"Yamachiche","Yamachiche","","Quebec","Canada"
"Yamaska","Yamaska","","Quebec","Canada"
"Yamaska-Est","Yamaska-Est","","Quebec","Canada"
"ABBEY","ABBEY","","Saskatchewan","Canada"
"ABERDEEN","ABERDEEN","","Saskatchewan","Canada"
"ABERNATHY","ABERNATHY","","Saskatchewan","Canada"
"Air Ronge","Air Ronge","","Saskatchewan","Canada"
"AIRDRIE","AIRDRIE","","Saskatchewan","Canada"
"ALLAN","ALLAN","","Saskatchewan","Canada"
"ALLEN","ALLEN","","Saskatchewan","Canada"
"ALSASK","ALSASK","","Saskatchewan","Canada"
"ALTICANE","ALTICANE","","Saskatchewan","Canada"
"ALVENA","ALVENA","","Saskatchewan","Canada"
"ANNAHEIM","ANNAHEIM","","Saskatchewan","Canada"
"ARBORFIELD","ARBORFIELD","","Saskatchewan","Canada"
"ARCHERWILL","ARCHERWILL","","Saskatchewan","Canada"
"ARCOLA","ARCOLA","","Saskatchewan","Canada"
"ARdath","ARdath","","Saskatchewan","Canada"
"ARELEE","ARELEE","","Saskatchewan","Canada"
"ASQUITH","ASQUITH","","Saskatchewan","Canada"
"Assiniboia","Assiniboia","","Saskatchewan","Canada"
"AYLSHAM","AYLSHAM","","Saskatchewan","Canada"
"BALCARRES","BALCARRES","","Saskatchewan","Canada"
"BALDWINTON","BALDWINTON","","Saskatchewan","Canada"
"Balgonie","Balgonie","","Saskatchewan","Canada"
"Battle River No. 438","Battle River No. 438","","Saskatchewan","Canada"
"Battleford","Battleford","","Saskatchewan","Canada"
"BEArdys okemasis","BEArdys okemasis","","Saskatchewan","Canada"
"BEATTY","BEATTY","","Saskatchewan","Canada"
"BEAUVAL","BEAUVAL","","Saskatchewan","Canada"
"BEAver creek","BEAver creek","","Saskatchewan","Canada"
"Beaver River","Beaver River","","Saskatchewan","Canada"
"BEECHY","BEECHY","","Saskatchewan","Canada"
"BELLEVUE","BELLEVUE","","Saskatchewan","Canada"
"BIENFAIT","BIENFAIT","","Saskatchewan","Canada"
"BIG island","BIG island","","Saskatchewan","Canada"
"BIG RIVER","BIG RIVER","","Saskatchewan","Canada"
"Biggar","Biggar","","Saskatchewan","Canada"
"Birch Hills","Birch Hills","","Saskatchewan","Canada"
"BJORKDALE","BJORKDALE","","Saskatchewan","Canada"
"BLACK LAKE","BLACK LAKE","","Saskatchewan","Canada"
"BLADWORTH","BLADWORTH","","Saskatchewan","Canada"
"BLAINE LAKE","BLAINE LAKE","","Saskatchewan","Canada"
"Blucher","Blucher","","Saskatchewan","Canada"
"BONDA","BONDA","","Saskatchewan","Canada"
"BORDEN","BORDEN","","Saskatchewan","Canada"
"BOVILLE","BOVILLE","","Saskatchewan","Canada"
"BRADWELL","BRADWELL","","Saskatchewan","Canada"
"Britannia No. 502","Britannia No. 502","","Saskatchewan","Canada"
"BROADVIEW","BROADVIEW","","Saskatchewan","Canada"
"BROCK","BROCK","","Saskatchewan","Canada"
"BRODERICK","BRODERICK","","Saskatchewan","Canada"
"BRUNO","BRUNO","","Saskatchewan","Canada"
"BUCHANAN","BUCHANAN","","Saskatchewan","Canada"
"Buckland No. 491","Buckland No. 491","","Saskatchewan","Canada"
"Buffalo Narrows","Buffalo Narrows","","Saskatchewan","Canada"
"BUTTE","BUTTE","","Saskatchewan","Canada"
"CALVET","CALVET","","Saskatchewan","Canada"
"CANDE NARROWS","CANDE NARROWS","","Saskatchewan","Canada"
"CANDLE","CANDLE","","Saskatchewan","Canada"
"CANDLE LAKE","CANDLE LAKE","","Saskatchewan","Canada"
"CANDO","CANDO","","Saskatchewan","Canada"
"CANOE","CANOE","","Saskatchewan","Canada"
"CANOE LAKE","CANOE LAKE","","Saskatchewan","Canada"
"CANOE NARROWS","CANOE NARROWS","","Saskatchewan","Canada"
"Canora","Canora","","Saskatchewan","Canada"
"CANWOOD","CANWOOD","","Saskatchewan","Canada"
"CARAGANA","CARAGANA","","Saskatchewan","Canada"
"CARievale","CARievale","","Saskatchewan","Canada"
"Carlyle","Carlyle","","Saskatchewan","Canada"
"CARMEL","CARMEL","","Saskatchewan","Canada"
"Carnduff","Carnduff","","Saskatchewan","Canada"
"CARROT RIVER","CARROT RIVER","","Saskatchewan","Canada"
"CHITEK","CHITEK","","Saskatchewan","Canada"
"CHOICELAND","CHOICELAND","","Saskatchewan","Canada"
"CHRISTOPHER LAKE","CHRISTOPHER LAKE","","Saskatchewan","Canada"
"CLAIR","CLAIR","","Saskatchewan","Canada"
"CLAVET","CLAVET","","Saskatchewan","Canada"
"CLEARWATER RIVER","CLEARWATER RIVER","","Saskatchewan","Canada"
"CLIMAX","CLIMAX","","Saskatchewan","Canada"
"COAL BAY","COAL BAY","","Saskatchewan","Canada"
"COCHIN","COCHIN","","Saskatchewan","Canada"
"CODETTE","CODETTE","","Saskatchewan","Canada"
"COLD LAKE","COLD LAKE","","Saskatchewan","Canada"
"COLE BAY","COLE BAY","","Saskatchewan","Canada"
"COLEVILLE","COLEVILLE","","Saskatchewan","Canada"
"COLONSAY","COLONSAY","","Saskatchewan","Canada"
"CONQUEST","CONQUEST","","Saskatchewan","Canada"
"Corman Park No. 344","Corman Park No. 344","","Saskatchewan","Canada"
"CORONACH","CORONACH","","Saskatchewan","Canada"
"COWESSESS","COWESSESS","","Saskatchewan","Canada"
"CRAIK","CRAIK","","Saskatchewan","Canada"
"CRAVEN","CRAVEN","","Saskatchewan","Canada"
"Creighton","Creighton","","Saskatchewan","Canada"
"CRooked river","CRooked river","","Saskatchewan","Canada"
"CRYSTAL SPRINGS","CRYSTAL SPRINGS","","Saskatchewan","Canada"
"CUDWORTH","CUDWORTH","","Saskatchewan","Canada"
"CUMBERLAND HOUSE","CUMBERLAND HOUSE","","Saskatchewan","Canada"
"CUT KNIFE","CUT KNIFE","","Saskatchewan","Canada"
"Dalmeny","Dalmeny","","Saskatchewan","Canada"
"Davidson","Davidson","","Saskatchewan","Canada"
"DEBDEN","DEBDEN","","Saskatchewan","Canada"
"Delisle","Delisle","","Saskatchewan","Canada"
"DENARE BEACH","DENARE BEACH","","Saskatchewan","Canada"
"DENHOLM","DENHOLM","","Saskatchewan","Canada"
"DENZIL","DENZIL","","Saskatchewan","Canada"
"DESCHAMBEAU LAKE","DESCHAMBEAU LAKE","","Saskatchewan","Canada"
"DILLON","DILLON","","Saskatchewan","Canada"
"DINSMORE","DINSMORE","","Saskatchewan","Canada"
"DODSLAND","DODSLAND","","Saskatchewan","Canada"
"DOMREMY","DOMREMY","","Saskatchewan","Canada"
"DORINTOSH","DORINTOSH","","Saskatchewan","Canada"
"DRAKE","DRAKE","","Saskatchewan","Canada"
"DUCK LAKE","DUCK LAKE","","Saskatchewan","Canada"
"DUke lake","DUke lake","","Saskatchewan","Canada"
"DUNDURN","DUNDURN","","Saskatchewan","Canada"
"EARFALLS","EARFALLS","","Saskatchewan","Canada"
"EASTEND","EASTEND","","Saskatchewan","Canada"
"EATONIA","EATONIA","","Saskatchewan","Canada"
"Edenwold No. 158","Edenwold No. 158","","Saskatchewan","Canada"
"EDMONTON","EDMONTON","","Saskatchewan","Canada"
"ELBOW","ELBOW","","Saskatchewan","Canada"
"ELFROS","ELFROS","","Saskatchewan","Canada"
"ELROSE","ELROSE","","Saskatchewan","Canada"
"ELSTOW","ELSTOW","","Saskatchewan","Canada"
"ENGLEFELD","ENGLEFELD","","Saskatchewan","Canada"
"Esterhazy","Esterhazy","","Saskatchewan","Canada"
"Estevan","Estevan","","Saskatchewan","Canada"
"Eston","Eston","","Saskatchewan","Canada"
"EVESHAM","EVESHAM","","Saskatchewan","Canada"
"EYEBROW","EYEBROW","","Saskatchewan","Canada"
"FAIRY GLEN","FAIRY GLEN","","Saskatchewan","Canada"
"FISHING LAKE FIRST NATION","FISHING LAKE FIRST NATION","","Saskatchewan","Canada"
"FISKE","FISKE","","Saskatchewan","Canada"
"Flin Flon","Flin Flon","","Saskatchewan","Canada"
"Foam Lake","Foam Lake","","Saskatchewan","Canada"
"FOND DU LAC","FOND DU LAC","","Saskatchewan","Canada"
"FORT QU'APELLE","FORT QU'APELLE","","Saskatchewan","Canada"
"Fort Qu'Appelle","Fort Qu'Appelle","","Saskatchewan","Canada"
"FOSSTON","FOSSTON","","Saskatchewan","Canada"
"Frenchman Butte","Frenchman Butte","","Saskatchewan","Canada"
"FRONTIER","FRONTIER","","Saskatchewan","Canada"
"GALLIVAN","GALLIVAN","","Saskatchewan","Canada"
"GALLIVANL","GALLIVANL","","Saskatchewan","Canada"
"GERALD","GERALD","","Saskatchewan","Canada"
"GLASLYN","GLASLYN","","Saskatchewan","Canada"
"GLENavon","GLENavon","","Saskatchewan","Canada"
"GLENSIDE","GLENSIDE","","Saskatchewan","Canada"
"GLIDDEN","GLIDDEN","","Saskatchewan","Canada"
"gordon","gordon","","Saskatchewan","Canada"
"GOULDTOWN","GOULDTOWN","","Saskatchewan","Canada"
"GOVAN","GOVAN","","Saskatchewan","Canada"
"GRANDORA","GRANDORA","","Saskatchewan","Canada"
"Gravelbourg","Gravelbourg","","Saskatchewan","Canada"
"GREEN LAKE","GREEN LAKE","","Saskatchewan","Canada"
"Grenfell","Grenfell","","Saskatchewan","Canada"
"GROSVENOR PRK","GROSVENOR PRK","","Saskatchewan","Canada"
"GUERNSEY","GUERNSEY","","Saskatchewan","Canada"
"GULL LAKE","GULL LAKE","","Saskatchewan","Canada"
"HAFFORD","HAFFORD","","Saskatchewan","Canada"
"HAGEN","HAGEN","","Saskatchewan","Canada"
"HAGUE","HAGUE","","Saskatchewan","Canada"
"HANLEY","HANLEY","","Saskatchewan","Canada"
"HAR RIVER","HAR RIVER","","Saskatchewan","Canada"
"HARRIS","HARRIS","","Saskatchewan","Canada"
"HAWARDEN","HAWARDEN","","Saskatchewan","Canada"
"HEPBURN","HEPBURN","","Saskatchewan","Canada"
"HERSCHEL","HERSCHEL","","Saskatchewan","Canada"
"HOBBEMA","HOBBEMA","","Saskatchewan","Canada"
"HODGEVILLE","HODGEVILLE","","Saskatchewan","Canada"
"HOey","HOey","","Saskatchewan","Canada"
"HOLBEIN","HOLBEIN","","Saskatchewan","Canada"
"Hudson Bay","Hudson Bay","","Saskatchewan","Canada"
"Humboldt","Humboldt","","Saskatchewan","Canada"
"HYAS","HYAS","","Saskatchewan","Canada"
"ILE A LA CROSS","ILE A LA CROSS","","Saskatchewan","Canada"
"Ile-a-la-Crosse","Ile-a-la-Crosse","","Saskatchewan","Canada"
"IMPERIAL","IMPERIAL","","Saskatchewan","Canada"
"Indian Head","Indian Head","","Saskatchewan","Canada"
"INVERMAY","INVERMAY","","Saskatchewan","Canada"
"ISLAND LAKE","ISLAND LAKE","","Saskatchewan","Canada"
"JAmes smith reserve","JAmes smith reserve","","Saskatchewan","Canada"
"JANSEN","JANSEN","","Saskatchewan","Canada"
"Kamsack","Kamsack","","Saskatchewan","Canada"
"KELLIHER","KELLIHER","","Saskatchewan","Canada"
"KELVINGTON","KELVINGTON","","Saskatchewan","Canada"
"KENASTON","KENASTON","","Saskatchewan","Canada"
"Kerrobert","Kerrobert","","Saskatchewan","Canada"
"Kindersley","Kindersley","","Saskatchewan","Canada"
"KINISTIINO","KINISTIINO","","Saskatchewan","Canada"
"KINISTINO","KINISTINO","","Saskatchewan","Canada"
"KINLEY","KINLEY","","Saskatchewan","Canada"
"Kipling","Kipling","","Saskatchewan","Canada"
"KISBEY","KISBEY","","Saskatchewan","Canada"
"KRYDOR","KRYDOR","","Saskatchewan","Canada"
"KUROKI","KUROKI","","Saskatchewan","Canada"
"KYLE","KYLE","","Saskatchewan","Canada"
"KYLEMORE","KYLEMORE","","Saskatchewan","Canada"
"La Loche","La Loche","","Saskatchewan","Canada"
"La Ronge","La Ronge","","Saskatchewan","Canada"
"LAIRD","LAIRD","","Saskatchewan","Canada"
"Lajord No. 128","Lajord No. 128","","Saskatchewan","Canada"
"LAKE LENORE","LAKE LENORE","","Saskatchewan","Canada"
"LAMONT","LAMONT","","Saskatchewan","Canada"
"LAMPMAN","LAMPMAN","","Saskatchewan","Canada"
"LANDIS","LANDIS","","Saskatchewan","Canada"
"LANGAN","LANGAN","","Saskatchewan","Canada"
"Langenburg","Langenburg","","Saskatchewan","Canada"
"Langham","Langham","","Saskatchewan","Canada"
"Lanigan","Lanigan","","Saskatchewan","Canada"
"LARONGE","LARONGE","","Saskatchewan","Canada"
"LASHBURN","LASHBURN","","Saskatchewan","Canada"
"LAVALLE","LAVALLE","","Saskatchewan","Canada"
"LEAder","LEAder","","Saskatchewan","Canada"
"LEASK","LEASK","","Saskatchewan","Canada"
"LEOVILLE","LEOVILLE","","Saskatchewan","Canada"
"LEROSS","LEROSS","","Saskatchewan","Canada"
"LEROY","LEROY","","Saskatchewan","Canada"
"LESTOCK","LESTOCK","","Saskatchewan","Canada"
"LETHBRIDGE","LETHBRIDGE","","Saskatchewan","Canada"
"LIberty","LIberty","","Saskatchewan","Canada"
"LINTLAW","LINTLAW","","Saskatchewan","Canada"
"LIPTON","LIPTON","","Saskatchewan","Canada"
"LIttlepine","LIttlepine","","Saskatchewan","Canada"
"LIVELONG","LIVELONG","","Saskatchewan","Canada"
"LLe a la crosse","LLe a la crosse","","Saskatchewan","Canada"
"Lloydminster","Lloydminster","","Saskatchewan","Canada"
"LOne rock","LOne rock","","Saskatchewan","Canada"
"Longlaketon No. 219","Longlaketon No. 219","","Saskatchewan","Canada"
"LOON LAKE","LOON LAKE","","Saskatchewan","Canada"
"LOREBURN","LOREBURN","","Saskatchewan","Canada"
"LOVE","LOVE","","Saskatchewan","Canada"
"LUCKY LAKE","LUCKY LAKE","","Saskatchewan","Canada"
"Lumsden","Lumsden","","Saskatchewan","Canada"
"LUSELAND","LUSELAND","","Saskatchewan","Canada"
"MACdowell","MACdowell","","Saskatchewan","Canada"
"Macklin","Macklin","","Saskatchewan","Canada"
"MACRORIE","MACRORIE","","Saskatchewan","Canada"
"Maidstone","Maidstone","","Saskatchewan","Canada"
"Maple Creek","Maple Creek","","Saskatchewan","Canada"
"MAPLECREEK","MAPLECREEK","","Saskatchewan","Canada"
"MARCELIN","MARCELIN","","Saskatchewan","Canada"
"MARENGO","MARENGO","","Saskatchewan","Canada"
"MARSDEN","MARSDEN","","Saskatchewan","Canada"
"MARSHALL","MARSHALL","","Saskatchewan","Canada"
"Martensville","Martensville","","Saskatchewan","Canada"
"MARTINSVILLE","MARTINSVILLE","","Saskatchewan","Canada"
"MAYFAIR","MAYFAIR","","Saskatchewan","Canada"
"MAYMONT","MAYMONT","","Saskatchewan","Canada"
"MCKAGUE","MCKAGUE","","Saskatchewan","Canada"
"MEACHAM","MEACHAM","","Saskatchewan","Canada"
"Meadow Lake","Meadow Lake","","Saskatchewan","Canada"
"MEATH PARK","MEATH PARK","","Saskatchewan","Canada"
"MEDICINE HAT","MEDICINE HAT","","Saskatchewan","Canada"
"MEDSTEAD","MEDSTEAD","","Saskatchewan","Canada"
"MELFOR","MELFOR","","Saskatchewan","Canada"
"Melfort","Melfort","","Saskatchewan","Canada"
"Melville","Melville","","Saskatchewan","Canada"
"MEOTA","MEOTA","","Saskatchewan","Canada"
"Mervin No. 499","Mervin No. 499","","Saskatchewan","Canada"
"MEskanaw","MEskanaw","","Saskatchewan","Canada"
"MIDALE","MIDALE","","Saskatchewan","Canada"
"MIDDLE LAKE","MIDDLE LAKE","","Saskatchewan","Canada"
"MIKADO","MIKADO","","Saskatchewan","Canada"
"MILDEN","MILDEN","","Saskatchewan","Canada"
"MILDRED","MILDRED","","Saskatchewan","Canada"
"MISTATIM","MISTATIM","","Saskatchewan","Canada"
"MISTAwasis","MISTAwasis","","Saskatchewan","Canada"
"MOKOMIS","MOKOMIS","","Saskatchewan","Canada"
"MONT NEBO","MONT NEBO","","Saskatchewan","Canada"
